Course,Section,Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Other,GPA,TermCode
MGT291, C,Manzo Rocco A.,0,6,4,5,16,1,2,3,0,0,0,0,0,0,3.15,201110
MGT291, D,Manzo Rocco A.,0,4,6,2,12,1,3,6,4,0,0,0,0,2,2.87,201110
MGT291, F,Werner Matthew A.,0,2,5,5,8,4,2,3,4,0,1,0,1,0,2.75,201110
MGT291, G,Werner Matthew A.,0,1,3,8,6,3,2,3,0,0,0,0,1,1,2.9,201110
MGT291, H,Werner Matthew A.,0,2,2,12,13,2,1,3,3,2,0,0,0,0,2.89,201110
MGT291, I,Wang Peng,0,3,7,11,11,5,1,0,0,0,0,0,0,2,3.24,201110
MGT291, J,Wang Peng,0,3,8,11,15,3,2,1,0,0,0,0,0,1,3.2,201110
MGT291, K,Wesolowski Mark A.,0,10,12,2,11,2,1,0,0,0,0,0,0,0,3.47,201110
MGT291, L,Wesolowski Mark A.,0,8,11,6,7,4,0,0,0,0,0,0,0,0,3.45,201110
MGT291, M,Wesolowski Mark A.,2,13,6,6,6,2,0,1,0,0,2,0,0,0,3.41,201110
MGT291C, A,Gerhardt Megan M.,1,15,5,2,3,0,0,0,0,0,0,0,0,0,3.77,201110
MGT291C, B,Gerhardt Megan M.,3,13,3,1,2,0,0,0,0,0,0,0,0,0,3.84,201110
MGT302, A,Salzarulo Peter A.,0,2,2,4,10,7,3,5,1,0,0,0,0,2,2.83,201110
MGT302, B,Salzarulo Peter A.,0,5,1,2,9,11,3,3,1,1,0,0,0,0,2.86,201110
MGT302, C,Salzarulo Peter A.,0,3,10,4,9,8,2,4,1,0,0,0,0,0,3.05,201110
MGT302, D,Huang Xiaowen,0,5,6,5,5,5,2,6,2,0,1,0,0,2,2.92,201110
MGT302, E,Huang Xiaowen,0,1,3,3,10,6,4,4,3,2,1,0,0,0,2.62,201110
MGT302, F,Newman William E.,0,8,0,0,20,0,0,10,0,0,1,0,0,1,2.9,201110
MGT302, G,Newman William E.,0,7,0,0,24,0,0,11,0,0,0,0,0,0,2.9,201110
MGT302, H,Newman William E.,0,5,0,0,31,0,0,7,0,0,0,0,0,0,2.95,201110
MGT302, I,Beauchamp Alpacino B.,0,0,5,14,13,3,1,1,0,0,0,0,0,1,3.14,201110
MGT302, J,Beauchamp Alpacino B.,0,0,8,13,11,2,3,1,0,1,0,0,0,0,3.11,201110
MGT302, K,Beauchamp Alpacino B.,0,1,4,11,10,3,4,3,0,0,0,1,0,0,2.95,201110
MGT302, L,Beauchamp Alpacino B.,0,1,3,10,8,3,3,1,0,0,0,0,0,0,3.07,201110
MGT303, A,Walsh David J.,0,2,3,6,9,7,0,2,1,0,0,0,1,0,2.92,201110
MGT303, B,Waugh Brianne L.,0,4,4,4,9,5,0,0,1,0,0,0,0,2,3.19,201110
MGT303, C,Waugh Brianne L.,0,8,4,8,9,1,2,2,0,0,0,0,0,0,3.28,201110
MGT304, A,Wang Peng,1,3,10,4,5,2,1,3,0,0,0,1,0,0,3.19,201110
MGT304, B,Cowan David A.,0,2,7,6,12,2,0,0,0,0,0,0,0,0,3.28,201110
MGT402, B,Walsh David J.,0,1,1,5,1,5,0,4,1,0,0,0,0,2,2.8,201110
MGT405, A,Schwarz Joshua L.,0,6,0,0,13,0,0,1,0,0,4,1,1,0,2.68,201110
MGT405, B,Schwarz Joshua L.,0,8,0,0,11,0,0,3,0,0,2,0,0,1,3.04,201110
MGT414, A,Rode Joseph C.,0,3,4,12,7,0,4,0,0,0,0,0,0,0,3.22,201110
MGT414, B,Rode Joseph C.,0,2,10,6,4,2,2,1,2,0,0,0,0,0,3.18,201110
MGT415, A,Gerhardt Megan M.,2,12,5,0,3,1,1,0,1,0,0,0,0,1,3.61,201110
MGT415, B,Cowan David A.,0,2,5,7,11,4,0,0,0,0,0,0,0,0,3.22,201110
MGT415, C,Cowan David A.,0,2,5,3,14,3,0,0,0,0,0,0,0,0,3.2,201110
MGT432, A,Ashenbaum Bryan,0,16,0,2,16,0,0,1,0,0,0,0,0,0,3.45,201110
MGT432, B,Ashenbaum Bryan,0,3,0,5,25,0,0,0,0,0,0,0,0,0,3.14,201110
MGT451, A,Finch Byron J.,0,8,4,7,5,3,0,1,1,0,0,0,0,0,3.33,201110
MGT451, B,Finch Byron J.,0,14,9,3,4,1,1,0,0,1,0,0,0,0,3.56,201110
MGT463,UA,Murphy Thomas E.,0,2,0,0,5,0,0,2,0,0,1,0,0,0,2.8,201110
MGT474, A,Schwarz Joshua L.,0,7,0,0,10,0,0,4,0,0,1,0,0,0,3.05,201110
MGT495, A,Tibbetts Linda J.,0,1,1,0,11,2,0,4,0,0,0,0,0,1,2.85,201110
MGT495, B,Tibbetts Linda J.,0,6,6,2,4,1,0,1,0,0,0,0,0,0,3.48,201110
MGT495, C,Tibbetts Linda J.,0,3,6,7,9,0,0,2,0,0,0,0,0,0,3.27,201110
MIS235, A,Cruez Gerald V.,0,0,3,4,15,9,2,3,0,0,0,1,0,0,2.84,201110
MIS235, B,Benamati John H.,0,4,4,4,13,6,1,4,1,1,0,0,0,2,2.96,201110
MIS235, C,Zhao Chen,0,1,9,8,17,2,3,1,0,0,0,0,1,0,3.07,201110
MIS235, D,Merhout Jeffrey W.,2,3,5,8,13,5,3,3,0,0,0,0,0,0,3.1,201110
MIS235, E,Zhao Chen,0,1,3,6,14,9,5,2,1,0,0,1,0,1,2.84,201110
MIS235, F,Rajkumar T. M.,0,1,2,15,15,4,5,0,0,0,0,0,0,1,3.05,201110
MIS235, G,Rajkumar T. M.,0,2,2,7,12,12,2,1,0,1,0,0,0,1,2.94,201110
MIS235, J,Yen Chi Chung David,0,1,2,5,10,10,7,4,1,0,0,0,0,0,2.77,201110
MIS235, L,Rajkumar T. M.,0,2,3,7,18,5,6,2,0,0,0,0,0,0,2.97,201110
MIS235, M,Merhout Jeffrey W.,0,1,4,7,11,8,4,3,1,0,0,0,0,0,2.91,201110
MIS235, N,Benamati John H.,0,3,2,7,16,6,3,3,1,1,1,0,0,0,2.87,201110
MIS235, O,Merhout Jeffrey W.,0,3,8,8,6,6,5,3,1,0,0,0,0,0,3.04,201110
MIS235, Q,Zhao Chen,0,4,4,4,14,3,2,7,1,0,0,0,0,4,2.93,201110
MIS235, R,Zhao Chen,0,4,9,6,16,3,2,2,0,0,0,0,0,0,3.19,201110
MIS235C, A,Merhout Jeffrey W.,0,6,6,2,2,1,0,0,0,0,0,0,0,1,3.62,201110
MIS245, B,Ozdemir Zafer D.,1,0,2,4,3,6,5,2,1,0,0,1,0,2,2.71,201110
MIS245, C,Ozdemir Zafer D.,0,1,6,5,7,7,4,0,3,0,1,0,0,1,2.88,201110
MIS281, A,Fang Xiang,0,0,3,4,9,5,1,2,1,1,0,0,0,1,2.85,201110
MIS281, B,Fang Xiang,0,3,2,5,8,5,1,2,1,0,0,0,1,1,2.91,201110
MIS301, B,Fang Xiang,0,4,7,10,8,5,1,1,0,0,0,0,1,0,3.15,201110
MIS387, A,Benamati John H.,0,4,3,7,13,4,1,3,1,0,1,0,0,1,3,201110
MIS404, A,Sircar Sumit,0,6,3,2,4,4,4,1,2,0,0,0,0,0,3.04,201110
MIS404,B,Sircar Sumit,0,0,2,3,5,3,3,0,1,0,0,0,0,1,2.88,201110
MIS495, A,Sircar Sumit,0,1,4,4,9,3,4,0,1,1,0,0,0,0,2.94,201110
MIS621, A,Smith Henry J.,0,3,7,15,3,2,0,1,0,0,0,0,0,0,3.35,201110
MIS625, A,Havelka Douglas,0,11,6,6,0,1,0,0,0,0,0,0,0,0,3.7,201110
MKT291, A,Hoffer Donald F.,0,1,5,14,9,1,0,0,0,0,0,0,0,0,3.28,201110
MKT291, B,Hoffer Donald F.,0,0,5,16,6,1,0,0,0,0,0,0,0,0,3.29,201110
MKT291, C,Hoffer Donald F.,0,3,6,11,8,4,0,0,0,0,0,0,0,0,3.29,201110
MKT291, D,Hoffer Donald F.,0,3,5,12,8,1,0,0,0,0,0,0,0,0,3.34,201110
MKT291, E,Coleman Debbie M.,0,0,3,7,16,2,0,0,0,0,0,0,0,0,3.13,201110
MKT291, F,Coleman Debbie M.,0,0,8,5,14,2,0,0,0,0,0,0,0,0,3.22,201110
MKT291, G,Coleman Debbie M.,0,2,5,6,9,1,0,1,0,0,0,0,0,0,3.25,201110
MKT291, I,Coleman Debbie M.,0,3,6,8,9,0,1,0,0,0,0,0,0,2,3.33,201110
MKT291, J,Koons Helen J.,1,1,1,3,8,10,1,2,1,0,0,0,0,0,2.88,201110
MKT291, K,Koons Helen J.,0,0,3,1,6,6,4,3,1,0,0,0,0,1,2.73,201110
MKT291, L,Koons Helen J.,0,1,5,5,11,6,1,1,0,0,0,0,0,0,3.08,201110
MKT291, M,Koons Helen J.,0,0,2,6,19,4,0,1,0,0,0,0,0,0,3.03,201110
MKT291, N,Brandabur Joseph P.,0,1,5,16,8,1,0,0,0,0,0,0,0,1,3.29,201110
MKT291H, A,Taylor Janice E.,0,8,11,7,8,0,0,0,0,0,0,0,0,0,3.52,201110
MKT292,TA,Oakenfull Gillian,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,201110
MKT301, A,Rosenthal David W.,0,0,2,3,14,5,0,5,1,0,0,0,0,1,2.82,201110
MKT301, B,Rosenthal David W.,0,0,3,3,15,3,1,7,0,0,0,0,0,0,2.83,201110
MKT301, C,Saunders Donald E.,0,3,6,8,16,0,1,2,0,0,0,0,0,0,3.19,201110
MKT301, D,Saunders Donald E.,0,2,6,3,19,3,0,2,0,0,1,0,0,0,3.06,201110
MKT325, A,Norris Donald G.,0,2,1,10,13,1,2,4,1,0,0,0,0,0,2.96,201110
MKT325, B,Norris Donald G.,0,5,2,3,12,2,7,4,1,0,0,1,0,0,2.84,201110
MKT325, C,Cronley Maria L.,0,2,4,4,12,7,1,0,2,0,1,1,0,0,2.89,201110
MKT325, D,Cronley Maria L.,0,5,7,7,17,2,0,0,0,0,0,0,0,0,3.3,201110
MKT325, E,Taylor Janice E.,0,9,7,5,12,1,4,0,0,0,0,0,0,1,3.32,201110
MKT325, F,Taylor Janice E.,0,7,12,8,7,3,2,1,0,0,0,0,0,0,3.36,201110
MKT335, A,Greenlee Timothy B.,0,5,8,4,8,3,1,1,0,0,0,0,0,0,3.31,201110
MKT335, B,Greenlee Timothy B.,0,6,10,6,9,2,1,0,0,0,0,0,0,0,3.4,201110
MKT335, C,Cox Janice F.,0,1,4,6,11,7,1,0,0,0,0,0,0,1,3.09,201110
MKT335, D,Stearns James M.,0,1,2,8,15,4,0,0,0,0,0,0,0,0,3.12,201110
MKT405, A,Friedman Jim,1,10,2,3,5,2,0,7,1,0,2,1,0,0,2.94,201110
MKT405, B,Friedman Jim,1,10,0,0,10,1,1,9,2,0,0,0,0,1,2.95,201110
MKT405, C,Caruso Dennis M.,0,4,14,13,5,0,0,0,0,0,0,0,0,0,3.49,201110
MKT405, D,Caruso Dennis M.,0,4,15,13,6,0,0,0,0,0,0,0,0,0,3.48,201110
MKT405, E,Caruso Dennis M.,0,2,10,15,8,0,0,0,0,0,0,0,0,0,3.39,201110
MKT415, A,Coley Linda S.,0,8,2,4,7,3,0,0,0,0,0,0,0,0,3.4,201110
MKT415, B,Coley Linda S.,1,4,4,6,3,0,0,0,0,0,1,0,0,1,3.4,201110
MKT419, A,Coyle James R.,0,8,5,4,4,3,0,0,0,0,0,0,0,0,3.49,201110
MKT425, A,Studer John J.,0,3,6,4,7,7,2,2,1,0,0,0,0,0,3.05,201110
MKT431, A,Ellram Lisa M.,0,11,2,8,12,1,0,1,0,0,0,0,0,0,3.39,201110
MKT435, A,SubbaRao Puligadda S.,0,3,6,9,8,2,0,0,0,0,0,0,0,0,3.33,201110
MKT435, B,SubbaRao Puligadda S.,0,1,2,8,7,1,0,0,0,0,0,0,0,0,3.24,201110
MKT435, C,DelVecchio Devon S.,0,6,10,7,8,2,0,0,0,0,0,0,0,0,3.44,201110
MKT442, A,McCarthy Michael S.,4,5,7,2,0,0,0,0,0,0,0,0,0,0,3.81,201110
MKT444H, A,Oakenfull Gillian,0,7,11,3,0,0,0,0,0,0,0,0,0,0,3.74,201110
MKT495,VA,McCarthy Michael S.,0,0,0,12,6,0,0,0,0,0,0,0,0,0,3.2,201110
MKT495,VB,Jack Arthur C.,0,2,9,2,7,0,0,0,0,0,0,0,0,0,3.45,201110
MKT495,VC,Studer John J.,0,0,5,3,7,3,2,1,0,0,0,0,0,0,3.05,201110
MKT495,VD,Jack Arthur C.,0,1,6,3,12,0,0,0,0,0,0,0,0,0,3.28,201110
MKT495,VE,Oakenfull Gillian,1,3,5,4,5,0,0,0,1,0,0,0,0,1,3.39,201110
MME211, A,Dollar Anna,3,6,5,4,2,4,0,2,0,0,0,2,0,4,3.21,201110
MME211, B,Dollar Anna,5,5,3,3,6,7,0,2,0,1,0,2,2,3,2.91,201110
MME213, A,Mueller Jens,0,1,0,2,1,6,0,1,1,0,0,1,0,0,2.63,201110
MME213, C,Mueller Jens,0,2,1,2,2,5,0,3,0,0,1,1,0,3,2.68,201110
MME223, A,Khan Fazeel J.,0,1,0,0,1,2,0,0,3,1,2,2,0,1,1.85,201110
MME223, B,Khan Fazeel J.,0,0,2,0,0,0,5,1,1,0,1,3,0,0,1.98,201110
MME223, C,Khan Fazeel J.,0,0,0,2,2,2,0,3,1,2,0,0,1,0,2.18,201110
MME223, D,Khan Fazeel J.,0,0,0,1,1,2,1,3,2,0,0,1,0,0,2.19,201110
MME231, A,Ettouney Osama M.,0,2,0,8,4,0,0,1,0,0,0,0,0,0,3.23,201110
MME231, B,Ettouney Osama M.,0,1,1,0,9,1,3,1,0,0,0,0,0,0,2.89,201110
MME231, C,Ettouney Osama M.,0,3,0,5,5,0,0,0,0,1,0,0,0,1,3.2,201110
MME303, A,Herdtner Jeffrey D.,0,1,2,2,3,0,2,2,0,2,1,1,0,0,2.49,201110
MME303, B,Herdtner Jeffrey D.,0,1,2,2,1,0,1,2,3,0,0,1,1,0,2.36,201110
MME311, A,Koo Jeong-Hoi,1,2,6,6,2,4,6,4,6,1,0,1,0,0,2.69,201110
MME312, A,Setlock Robert J.,0,10,0,1,5,11,2,4,3,0,2,0,0,1,2.83,201110
MME313, A,Caraballo Edgar J.,0,2,3,2,3,2,3,5,5,1,1,0,0,2,2.51,201110
MME313, B,Yousefi Moshirabad Azizeh,2,2,3,4,1,1,1,2,0,0,0,0,0,0,3.27,201110
MME314, A,Coffin Douglas W.,0,2,0,0,5,1,0,2,1,1,2,2,0,0,2.26,201110
MME315, A,Koo Jeong-Hoi,0,4,3,2,6,2,8,4,2,0,1,0,0,1,2.75,201110
MME334, A,Hamilton Benjamin C.,0,0,2,5,6,3,3,0,0,0,0,0,1,0,2.85,201110
MME341, A,Modirrousta Mostafa,0,12,1,4,5,1,0,1,0,0,0,0,0,3,3.53,201110
MME341, B,Modirrousta Mostafa,1,9,0,2,4,4,2,1,1,0,0,0,0,3,3.24,201110
MME403, A,VanKuren James T.,1,2,1,2,1,1,0,2,0,0,0,0,0,0,3.2,201110
MME411, A,Moller James C.,0,1,3,2,2,2,1,1,1,0,0,0,0,0,3.01,201110
MME411, B,Moller James C.,0,0,0,3,2,3,1,3,1,0,0,0,0,0,2.62,201110
MME412, A,Singh Kumar V.,0,2,0,0,3,3,0,0,4,0,1,0,0,0,2.53,201110
MME414, A,Sommers Andrew D.,0,0,1,2,4,2,2,2,0,0,0,0,0,0,2.79,201110
MME414, B,Sommers Andrew D.,1,1,3,1,3,1,0,1,1,0,1,0,0,0,2.98,201110
MME434, A,Hamilton Benjamin C.,0,1,2,6,3,3,0,0,0,0,1,0,0,0,3.08,201110
MME434, B,Hamilton Benjamin C.,1,3,1,4,5,1,0,0,0,0,0,0,1,0,3.16,201110
MME436, A,Bailey-Van Kuren Michael,1,1,4,1,0,1,1,2,0,0,1,0,0,0,3.01,201110
MME436, B,Bailey-Van Kuren Michael,0,0,3,3,2,1,0,1,0,0,0,1,0,0,2.95,201110
MME436, C,Bailey-Van Kuren Michael,0,2,1,2,6,1,0,0,1,0,0,0,0,0,3.13,201110
MME448, A,Ettouney Osama M.,0,9,22,9,9,0,1,3,2,0,0,1,1,2,3.27,201110
MME449, A,Ettouney Osama M.,0,2,2,2,1,0,0,0,1,1,0,0,0,1,3.11,201110
MTH102, A,Dennery Nancy L.,2,7,2,0,6,3,2,5,1,1,0,1,5,4,2.51,201110
MTH102, B,Miskimen Andrew L.,1,4,2,0,5,5,3,3,1,2,3,3,3,4,2.23,201110
MTH104, A,Shapiro Jacob Z.,0,2,2,3,4,3,1,5,3,0,0,1,1,0,2.54,201110
MTH104, B,Keyser Rachel G.,0,0,0,3,1,5,2,2,4,4,1,1,1,1,2.03,201110
MTH104, C,Yager Derrek J.,1,7,3,3,4,3,0,1,2,0,0,0,1,1,3.14,201110
MTH104, D,Cotton Michael R.,3,5,0,2,8,0,1,0,0,2,1,0,3,0,2.74,201110
MTH104, E,Menickelly Matthew J.,3,4,3,3,2,1,0,4,2,0,1,1,2,2,2.72,201110
MTH104, F,Caudill Nicholas A.,0,5,2,1,7,1,2,5,0,1,1,0,0,1,2.85,201110
MTH104, G,Boehnlein Edward L.,2,3,2,1,3,4,2,1,2,0,2,1,1,0,2.63,201110
MTH104, H,Fitzgerald Joshua B.,0,3,0,3,5,0,1,6,0,1,4,1,0,1,2.38,201110
MTH115, A,Keiser Jane M.,1,2,3,6,10,4,3,3,2,1,1,0,0,0,2.84,201110
MTH115, B,Keiser Jane M.,0,5,2,5,10,5,5,1,1,0,2,0,0,0,2.91,201110
MTH115, C,Naresh Nirmala,2,7,9,5,5,4,0,1,1,0,0,0,1,0,3.29,201110
MTH115, D,Cox Dana C.,0,7,6,8,6,4,0,1,2,0,0,0,1,0,3.17,201110
MTH116, A,Naresh Nirmala,0,3,9,8,8,3,2,2,0,0,1,0,0,0,3.15,201110
MTH123, A,McNamara James E.,0,8,1,3,7,1,1,4,0,1,1,0,1,1,2.93,201110
MTH123, B,Waters Katie E.,0,11,0,0,9,0,0,5,0,0,3,0,2,0,2.8,201110
MTH123, C,Miskimen Andrew L.,1,4,3,1,11,0,2,6,3,1,2,2,1,0,2.54,201110
MTH123, D,Seiver Robert T.,0,5,3,2,11,2,1,5,0,2,1,0,1,5,2.79,201110
MTH123, E,Dennery Nancy L.,2,10,4,3,1,2,1,6,3,0,3,1,2,2,2.74,201110
MTH123, F,Reed Richelle R.,2,2,4,6,1,3,2,3,4,1,0,0,1,1,2.77,201110
MTH123, G,Seiver Robert T.,0,3,3,2,5,2,3,3,4,1,4,0,3,4,2.28,201110
MTH123, H,Miskimen Andrew L.,0,7,2,3,8,7,3,6,0,1,3,0,0,1,2.79,201110
MTH123, I,Miskimen Andrew L.,1,3,3,1,7,10,3,4,2,1,1,0,5,1,2.41,201110
MTH123, J,Kapolka Danielle M.,0,3,1,3,5,6,4,1,2,2,0,0,1,0,2.64,201110
MTH123, K,Anderson Laura,0,2,2,2,6,5,2,7,5,1,0,1,1,3,2.43,201110
MTH123, L,Hoffman Laura M.,0,3,2,6,1,4,3,2,2,1,3,0,1,2,2.56,201110
MTH123, M,Anderson Laura,0,5,5,2,7,0,3,5,1,0,1,0,1,5,2.86,201110
MTH123, N,Terpstra Andrew B.,1,6,3,3,2,4,1,1,2,3,2,2,2,7,2.53,201110
MTH123,WA,Wagner Joshua A.,0,2,1,1,3,1,1,4,1,1,0,1,4,1,2.04,201110
MTH151, A,Seiver Robert T.,0,5,2,1,6,4,2,6,6,1,0,0,7,4,2.19,201110
MTH151, B,Martin Ozgur,4,7,5,2,9,1,2,6,0,1,2,0,2,4,2.9,201110
MTH151, C,Smith Mark A.,2,5,5,3,11,3,3,9,1,2,1,0,3,12,2.66,201110
MTH151, D,Martin Ozgur,2,6,2,1,5,2,2,5,0,1,2,2,4,0,2.42,201110
MTH151, E,Terpstra Andrew B.,0,9,1,3,11,0,1,7,0,1,6,1,2,1,2.55,201110
MTH151, F,Byrkett Paula H.,2,8,0,0,8,1,1,9,1,2,3,0,2,6,2.55,201110
MTH151, G,Terpstra Andrew B.,0,9,1,1,12,0,4,9,0,0,3,1,2,5,2.62,201110
MTH151, H,Anderson Laura,0,6,3,2,8,4,3,7,2,3,0,0,2,3,2.62,201110
MTH151, I,de Saint-Rat Mark E.,0,9,3,1,10,1,2,10,0,0,3,1,0,2,2.79,201110
MTH151, J,Byrkett Paula H.,0,8,0,3,10,1,1,5,0,0,4,0,2,3,2.67,201110
MTH151, K,Feng Ziqin,2,9,3,0,7,3,3,0,1,0,0,2,1,1,3.04,201110
MTH151, L,Retert Kimberly,0,0,2,5,5,2,2,6,0,1,0,0,1,7,2.59,201110
MTH151, M,Wagner Joshua A.,0,6,2,3,9,1,1,4,3,7,2,1,0,0,2.52,201110
MTH151, N,Farmer Thomas A.,1,7,1,4,11,1,4,9,0,0,4,0,0,2,2.76,201110
MTH151, O,Wright Stephen E.,1,4,3,6,2,6,5,5,6,0,1,1,1,1,2.6,201110
MTH151, P,Pritikin Daniel,1,9,5,2,18,0,3,21,1,0,4,3,2,0,2.55,201110
MTH151, Q,Emmons Emily J.,0,12,3,3,9,3,2,4,2,1,0,0,1,2,3.04,201110
MTH151, R,Wagner Joshua A.,0,7,3,2,4,3,4,5,2,1,2,1,3,2,2.5,201110
MTH151, S,Retert Kimberly,1,1,1,5,3,4,3,4,2,1,1,2,3,3,2.26,201110
MTH151, T,Feng Ziqin,4,9,0,0,5,3,2,2,0,0,0,3,0,5,3.06,201110
MTH151, U,Emmons Emily J.,0,10,2,3,3,5,2,4,2,2,3,0,2,1,2.67,201110
MTH153, A,Miller Zevi,0,5,5,3,8,6,1,6,0,0,4,0,0,6,2.81,201110
MTH153, B,Keeler Dennis S.,4,11,5,3,9,3,4,5,3,0,1,0,1,1,3.04,201110
MTH153, C,Farley Daniel S.,3,13,7,5,5,4,1,0,1,0,0,0,1,0,3.41,201110
MTH153, D,Ghazaryan Anna R.,5,5,8,0,4,3,0,5,0,0,5,1,3,1,2.7,201110
MTH153, E,Randrianantoanina Narcisse,4,6,1,2,4,1,0,6,0,3,2,0,4,0,2.51,201110
MTH218, A,D'Ambrosio Beatriz S.,0,3,3,4,6,0,0,1,0,0,0,0,0,2,3.31,201110
MTH218, B,D'Ambrosio Beatriz S.,0,6,1,1,2,0,4,1,0,0,0,0,0,0,3.21,201110
MTH222, A,Smith Robert S.,3,1,2,1,4,0,1,2,2,4,2,0,1,14,2.42,201110
MTH222, B,Smith Robert S.,1,3,1,0,5,2,2,4,1,2,0,2,2,8,2.34,201110
MTH222, C,Magurn Bruce A.,0,11,0,0,9,0,0,15,0,0,1,0,2,3,2.68,201110
MTH222, D,Ghazaryan Anna R.,1,11,0,1,10,0,1,7,2,0,0,0,3,6,2.81,201110
MTH231, A,Ishiu Tetsuya,5,3,1,3,5,1,0,5,0,0,0,0,0,3,3.19,201110
MTH231, B,Larson Paul B.,0,2,3,1,4,2,2,3,3,0,0,0,0,4,2.78,201110
MTH245, A,Brezhneva Olga,0,4,5,2,3,2,5,2,2,5,2,2,4,2,2.22,201110
MTH245, B,Brezhneva Olga,0,7,4,2,9,5,2,1,2,1,1,2,0,3,2.88,201110
MTH245, C,Akhtar Reza,0,2,3,1,5,1,2,4,3,0,0,2,3,4,2.28,201110
MTH249, A,Jiang Tao,0,8,1,8,4,5,0,3,0,0,3,0,5,1,2.61,201110
MTH249, B,Dowling Patrick N.,3,4,0,8,7,0,2,3,1,0,3,0,3,6,2.67,201110
MTH249, C,Ishiu Tetsuya,3,8,0,1,3,1,1,3,0,0,1,0,1,1,3.1,201110
MTH249H, A,Ward Douglas E.,1,4,3,3,2,3,1,0,0,0,0,0,0,0,3.38,201110
MTH251, A,Magurn Katherine E.,3,3,2,2,3,1,1,3,1,1,3,1,6,6,2.16,201110
MTH251, B,Magurn Katherine E.,1,1,1,4,3,2,1,2,1,0,2,2,11,11,1.64,201110
MTH251, C,Keeler Dennis S.,4,8,6,3,8,1,0,3,6,1,2,0,5,4,2.69,201110
MTH252, A,Ortiz Ivonne J.,1,9,2,3,8,1,3,8,0,0,3,0,4,1,2.62,201110
MTH252, B,Miller Zevi,0,3,8,0,11,3,0,9,3,0,0,0,1,2,2.78,201110
MTH252, C,Popov Mykhaylo,9,2,6,1,1,2,2,2,3,1,1,1,1,4,2.96,201110
MTH330, A,Harper Suzanne R.,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,201110
MTH331, A,Jiang Tao,2,1,2,3,8,2,1,1,0,1,0,0,0,0,3.06,201110
MTH347, B,Smith Robert S.,3,4,0,1,2,0,2,1,0,0,1,0,1,5,2.99,201110
MTH407, A,Harper Suzanne R.,0,6,3,2,2,0,0,1,1,0,0,0,0,0,3.43,201110
MTH408, A,Cox Dana C.,0,9,1,0,5,0,0,0,1,0,0,0,0,0,3.53,201110
MTH411, A,Farley Daniel S.,4,4,0,0,2,1,1,1,2,0,0,0,0,0,3.23,201110
MTH411, B,Ortiz Ivonne J.,1,3,1,2,3,0,0,0,0,0,0,0,0,0,3.53,201110
MTH421, A,Magurn Bruce A.,0,2,0,0,7,0,0,5,0,0,0,0,1,0,2.6,201110
MTH421, B,Larson Paul B.,0,4,0,1,6,0,0,1,0,0,0,0,1,2,3.02,201110
MTH430, A,Pritikin Daniel,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MTH441, A,Smith Mark A.,0,3,1,2,2,2,2,4,0,0,1,0,2,0,2.49,201110
MTH451, A,Randrianantoanina Beata,0,2,0,0,3,0,0,3,0,0,0,0,0,2,2.88,201110
MTH453, A,Brezhneva Olga,0,3,1,0,3,1,0,1,0,0,0,0,1,0,2.94,201110
MTH482, A,D'Ambrosio Beatriz S.,0,14,3,0,2,0,0,3,0,0,0,0,0,0,3.6,201110
MTH538, A,Pritikin Daniel,0,6,2,0,2,0,0,0,0,0,0,0,0,0,3.74,201110
MTH551, A,Randrianantoanina Beata,1,5,0,0,7,0,0,1,0,0,0,0,0,0,3.36,201110
MTH621, A,Akhtar Reza,1,6,2,1,2,0,0,0,0,0,0,0,0,0,3.73,201110
MUS100A, A,Jones Jeremy,0,94,2,0,0,0,0,0,0,0,0,0,0,5,3.99,201110
MUS100B, A,Jones Jeremy,0,89,8,0,0,0,0,0,0,0,0,0,0,1,3.98,201110
MUS100C, A,Averbach Ricardo F.,0,44,1,0,2,0,0,0,0,0,0,0,0,1,3.95,201110
MUS100D, A,Bausano William P.,1,71,0,0,0,0,0,1,1,0,0,0,0,2,3.94,201110
MUS100E, A,Lytle Stephen C.,0,179,0,0,6,0,0,0,0,0,2,0,0,1,3.94,201110
MUS100G, A,Speck Gary A.,0,38,0,0,0,0,0,0,0,0,0,0,0,1,4,201110
MUS100K, A,Long Jeremy A.,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MUS100M, A,Albin William R.,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MUS100N, A,Tanner Christopher G.,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MUS100N, B,Tanner Christopher G.,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MUS100O, A,Opatz-Muni Mari,0,22,0,0,1,0,0,0,0,0,0,0,0,0,3.96,201110
MUS100P, A,Averbach Ricardo F.,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,201110
MUS100Q, A,Bausano William P.,0,25,0,0,0,0,0,0,0,0,0,0,0,1,4,201110
MUS100U, A,Lytle Stephen C.,0,44,1,0,0,0,0,0,0,0,0,0,0,2,3.99,201110
MUS100V, A,Lytle Stephen C.,0,100,3,1,0,1,0,0,0,0,0,0,1,7,3.93,201110
